Time_ms,UE_ID,Mean_Throughput,Std_Throughput,Mean_SE,Std_SE
0,3,1.025733448275862,0.5943381164808214,0.026879310344827587,0.015575276638459172
0,4,0.8548251724137931,0.5352644837542644,0.022401724137931033,0.014027210309396498
0,5,1.0367437931034482,0.66256564708937,0.027167931034482756,0.01736298184136715
100,3,0.9986731034482759,0.5093606559845633,0.02617034482758621,0.01334826860970543
100,4,1.1064093103448276,0.6405550018757787,0.02899344827586207,0.016786810995511173
100,5,1.2033,0.4802760879506109,0.03153275862068965,0.012586477408186853
200,3,1.0964010344827586,0.6062707278126357,0.028732068965517242,0.015887647802911534
200,4,1.0422755172413793,0.605569113636009,0.027313103448275863,0.015869581888327898
200,5,0.9714320689655173,0.5063557301399546,0.025457586206896553,0.013269773831416488
300,3,0.8841596551724138,0.6480802544079308,0.023169655172413792,0.016983342781081243
300,4,0.9772775862068965,0.6345149084855248,0.025610344827586208,0.016627629648689864
300,5,1.045191379310345,0.5033287040275267,0.027389310344827583,0.013190214969285399
400,3,1.1037044827586207,0.5879181127114449,0.02892241379310345,0.01540721923903866
400,4,0.9548758620689656,0.639989966726696,0.02502344827586207,0.016771390877635742
400,5,0.8554658620689655,0.5386383774887328,0.022417586206896552,0.014114566603126313
500,3,0.8494565517241379,0.5942699732822008,0.022260344827586206,0.01557301729704267
500,4,1.0009389655172414,0.6357582966109101,0.026230000000000003,0.016660012862282806
500,5,1.0576158620689655,0.49048553210435736,0.027715862068965518,0.012853475215798752
600,3,1.2608585185185186,0.7195256180220607,0.03304185185185185,0.018855376918705143
600,4,1.052408148148148,0.645434890215874,0.02757888888888889,0.01691336825239212
600,5,1.082092962962963,0.6431066861177427,0.02835666666666667,0.016852378056341075
700,3,0.9989091666666666,0.5690397384909811,0.026177500000000003,0.014911859082768583
700,4,1.1301066666666666,0.5917548097537245,0.029614583333333333,0.01550643680629229
700,5,0.9431341666666667,0.5461495279955024,0.024715,0.0143120125890046
800,3,0.9275741379310345,0.5710823742903673,0.024306896551724137,0.014965404415195227
800,4,0.9192658620689655,0.5091768421153419,0.024090344827586208,0.013343360168680637
800,5,1.1532644827586207,0.4851821450723886,0.030221379310344826,0.012715221116030843
900,3,1.071303125,0.5799102041720914,0.02807375,0.015196918492466384
900,4,1.192306875,0.5835926127441841,0.031245000000000002,0.01529448048589207
900,5,0.63283,0.47173600384113146,0.0165825,0.012361104858924759
1000,3,1.0582628125,0.6723157048216999,0.0277321875,0.017618468633680048
1000,4,0.9715528125,0.48129991907825814,0.025460625,0.01261201294657265
1000,5,1.0406696875,0.6133203383145073,0.0272709375,0.01607241141739973
1100,3,1.089217,0.8092918702115611,0.0285445,0.021208650537730564
1100,4,0.8723675,0.5349709529337969,0.0228615,0.014019846937748456
1100,5,1.2901105000000002,0.8000720963991802,0.033808,0.02096613048152713
1200,3,1.1573227586206896,0.633050121796374,0.030328275862068963,0.01658891757188806
