Time_ms,UE_ID,UL_SNR_dB,UL_SE_bit_per_s_Hz
0,32893,62.00,20.287
0,5794,63.50,20.778
0,64248,52.50,17.179
0,33135,52.50,17.179
0,38070,63.50,20.778
3,16233,59.50,19.469
3,2609,56.50,18.487
3,65104,52.00,17.015
3,17950,55.00,17.997
3,1382,53.50,17.506
10,32893,62.00,20.287
10,5794,63.50,20.778
10,64248,52.50,17.179
10,33135,52.50,17.179
10,38070,63.50,20.778
13,16233,59.50,19.469
13,2609,56.50,18.487
13,65104,52.00,17.015
13,17950,55.00,17.997
13,1382,53.50,17.506
20,32893,62.00,20.287
20,5794,63.50,20.778
20,64248,52.50,17.179
20,33135,52.50,17.179
20,38070,63.50,20.778
23,16233,59.50,19.469
23,2609,56.50,18.487
23,65104,52.00,17.015
23,17950,55.00,17.997
23,1382,53.50,17.506
30,32893,62.00,20.287
30,5794,63.50,20.778
30,64248,52.50,17.179
30,33135,52.50,17.179
30,38070,63.50,20.778
33,16233,59.50,19.469
33,2609,56.50,18.487
33,65104,52.00,17.015
33,17950,55.00,17.997
33,1382,53.50,17.506
40,32893,62.00,20.287
40,5794,63.50,20.778
40,64248,52.50,17.179
40,33135,52.50,17.179
40,38070,63.50,20.778
43,16233,59.50,19.469
43,2609,56.50,18.487
43,65104,52.00,17.015
43,17950,55.00,17.997
43,1382,53.50,17.506
50,32893,62.00,20.287
50,5794,63.50,20.778
50,64248,52.50,17.179
50,33135,52.50,17.179
50,38070,63.50,20.778
53,16233,59.50,19.469
53,2609,56.50,18.487
53,65104,52.00,17.015
53,17950,55.00,17.997
53,1382,53.50,17.506
60,32893,62.00,20.287
60,5794,63.50,20.778
60,64248,52.50,17.179
60,33135,52.50,17.179
60,38070,63.50,20.778
63,16233,59.50,19.469
63,2609,56.50,18.487
63,65104,52.00,17.015
63,17950,55.00,17.997
63,1382,53.50,17.506
69,32893,62.00,20.287
69,5794,63.50,20.778
69,64248,52.50,17.179
69,33135,52.50,17.179
69,38070,63.50,20.778
73,16233,59.50,19.469
73,2609,56.50,18.487
73,65104,52.00,17.015
73,17950,55.00,17.997
73,1382,53.50,17.506
79,32893,62.00,20.287
79,5794,63.50,20.778
79,64248,52.50,17.179
79,33135,52.50,17.179
79,38070,63.50,20.778
83,16233,59.50,19.469
83,2609,56.50,18.487
83,65104,52.00,17.015
83,17950,55.00,17.997
83,1382,53.50,17.506
90,32893,62.00,20.287
90,5794,63.50,20.778
90,64248,52.50,17.179
90,33135,52.50,17.179
90,38070,63.50,20.778
93,16233,59.50,19.469
93,2609,56.50,18.487
93,65104,52.00,17.015
93,17950,55.00,17.997
93,1382,53.50,17.506
99,32893,62.00,20.287
99,5794,63.50,20.778
99,64248,52.50,17.179
99,33135,52.50,17.179
99,38070,63.50,20.778
103,16233,59.50,19.469
103,2609,56.50,18.487
103,65104,52.00,17.015
103,17950,55.00,17.997
103,1382,53.50,17.506
109,32893,62.00,20.287
109,5794,63.50,20.778
109,64248,52.50,17.179
109,33135,52.50,17.179
109,38070,63.50,20.778
113,16233,59.50,19.469
113,2609,56.50,18.487
113,65104,52.00,17.015
113,17950,55.00,17.997
113,1382,53.50,17.506
119,32893,62.00,20.287
119,5794,63.50,20.778
119,64248,52.50,17.179
119,33135,52.50,17.179
119,38070,63.50,20.778
123,16233,59.50,19.469
123,2609,56.50,18.487
123,65104,52.00,17.015
123,17950,55.00,17.997
123,1382,53.50,17.506
129,32893,62.00,20.287
129,5794,63.50,20.778
129,64248,52.50,17.179
129,33135,52.50,17.179
129,38070,63.50,20.778
133,16233,59.50,19.469
133,2609,56.50,18.487
133,65104,52.00,17.015
133,17950,55.00,17.997
133,1382,53.50,17.506
139,32893,62.00,20.287
139,5794,63.50,20.778
139,64248,52.50,17.179
139,33135,52.50,17.179
139,38070,63.50,20.778
143,16233,59.50,19.469
143,2609,56.50,18.487
143,65104,52.00,17.015
143,17950,55.00,17.997
143,1382,53.50,17.506
149,32893,62.00,20.287
149,5794,63.50,20.778
149,64248,52.50,17.179
149,33135,52.50,17.179
149,38070,63.50,20.778
153,16233,59.50,19.469
153,2609,56.50,18.487
153,65104,52.00,17.015
153,17950,55.00,17.997
153,1382,53.50,17.506
159,32893,62.00,20.287
159,5794,63.50,20.778
159,64248,52.50,17.179
159,33135,52.50,17.179
159,38070,63.50,20.778
163,16233,59.50,19.469
163,2609,56.50,18.487
163,65104,52.00,17.015
163,17950,55.00,17.997
163,1382,53.50,17.506
169,32893,62.00,20.287
169,5794,63.50,20.778
169,64248,52.50,17.179
169,33135,52.50,17.179
169,38070,63.50,20.778
173,16233,59.50,19.469
173,2609,56.50,18.487
173,65104,52.00,17.015
173,17950,55.00,17.997
173,1382,53.50,17.506
179,32893,62.00,20.287
179,5794,63.50,20.778
179,64248,52.50,17.179
179,33135,52.50,17.179
179,38070,63.50,20.778
183,16233,59.50,19.469
183,2609,56.50,18.487
183,65104,52.00,17.015
183,17950,55.00,17.997
183,1382,53.50,17.506
190,32893,62.00,20.287
190,5794,63.50,20.778
190,64248,52.50,17.179
190,33135,52.50,17.179
190,38070,63.50,20.778
193,16233,59.50,19.469
193,2609,56.50,18.487
193,65104,52.00,17.015
193,17950,55.00,17.997
193,1382,53.50,17.506
201,32893,62.00,20.287
201,5794,63.50,20.778
201,64248,52.50,17.179
201,33135,52.50,17.179
201,38070,63.50,20.778
203,16233,59.50,19.469
203,2609,56.50,18.487
203,65104,52.00,17.015
203,17950,55.00,17.997
203,1382,53.50,17.506
209,32893,62.00,20.287
209,5794,63.50,20.778
209,64248,52.50,17.179
209,33135,52.50,17.179
209,38070,63.50,20.778
213,16233,59.50,19.469
213,2609,56.50,18.487
213,65104,52.00,17.015
213,17950,55.00,17.997
213,1382,53.50,17.506
219,32893,62.00,20.287
219,5794,63.50,20.778
219,64248,52.50,17.179
219,33135,52.50,17.179
219,38070,63.50,20.778
223,16233,59.50,19.469
223,2609,56.50,18.487
223,65104,52.00,17.015
223,17950,55.00,17.997
223,1382,53.50,17.506
229,32893,62.00,20.287
229,5794,63.50,20.778
229,64248,52.50,17.179
229,33135,52.50,17.179
229,38070,63.50,20.778
233,16233,59.50,19.469
233,2609,56.50,18.487
233,65104,52.00,17.015
233,17950,55.00,17.997
233,1382,53.50,17.506
239,32893,62.00,20.287
239,5794,63.50,20.778
239,64248,52.50,17.179
239,33135,52.50,17.179
239,38070,63.50,20.778
243,16233,59.50,19.469
243,2609,56.50,18.487
243,65104,52.00,17.015
243,17950,55.00,17.997
243,1382,53.50,17.506
249,32893,62.00,20.287
249,5794,63.50,20.778
249,64248,52.50,17.179
249,33135,52.50,17.179
249,38070,63.50,20.778
254,16233,59.50,19.469
254,2609,56.50,18.487
254,65104,52.00,17.015
254,17950,55.00,17.997
254,1382,53.50,17.506
260,32893,62.00,20.287
260,5794,63.50,20.778
260,64248,52.50,17.179
260,33135,52.50,17.179
260,38070,63.50,20.778
263,16233,59.50,19.469
263,2609,56.50,18.487
263,65104,52.00,17.015
263,17950,55.00,17.997
263,1382,53.50,17.506
269,32893,62.00,20.287
269,5794,63.50,20.778
269,64248,52.50,17.179
269,33135,52.50,17.179
269,38070,63.50,20.778
273,16233,59.50,19.469
273,2609,56.50,18.487
273,65104,52.00,17.015
273,17950,55.00,17.997
273,1382,53.50,17.506
279,32893,62.00,20.287
279,5794,63.50,20.778
279,64248,52.50,17.179
279,33135,52.50,17.179
279,38070,63.50,20.778
283,16233,59.50,19.469
283,2609,56.50,18.487
283,65104,52.00,17.015
283,17950,55.00,17.997
283,1382,53.50,17.506
290,32893,62.00,20.287
